timestamp,charging_power_kW,SOC_kWh
1970-01-01 00:00:00.000000001,0.0,27.332242315916442
1970-01-01 00:00:00.000000003,0.0,27.332242315916442
1970-01-01 00:00:00.000000003,0.0,27.332242315916442
1970-01-01 00:00:00.000000003,0.0,27.332242315916442
1970-01-01 00:00:00.000000001,0.0,27.332242315916442
1970-01-01 00:00:00.000000001,0.0,27.332242315916442
1970-01-01 00:00:00.000000001,0.0,27.332242315916442
1970-01-01 00:00:00.000000001,0.0,27.332242315916442
1970-01-01 00:00:00.000000001,0.0,27.332242315916442
1970-01-01 00:00:00.000000002,0.0,27.332242315916442
1970-01-01 00:00:00.000000002,0.0,27.332242315916442
1970-01-01 00:00:00.000000003,0.0,27.332242315916442
1970-01-01 00:00:00.000000003,0.0,27.332242315916442
1970-01-01 00:00:00.000000003,0.0,27.332242315916442
1970-01-01 00:00:00.000000002,0.0,27.332242315916442
1970-01-01 00:00:00.000000003,0.0,27.332242315916442
1970-01-01 00:00:00.000000001,0.0,27.332242315916442
1970-01-01 00:00:00.000000002,0.0,27.332242315916442
1970-01-01 00:00:00.000000003,0.0,27.332242315916442
1970-01-01 00:00:00.000000003,0.0,27.332242315916442
1970-01-01 00:00:00.000000000,0.0,0.0
1970-01-01 00:00:00.000000003,0.0,0.0
1970-01-01 00:00:00.000000001,0.0,0.0
1970-01-01 00:00:00.000000003,0.0,0.0
1970-01-01 00:00:00.000000003,0.0,0.0
1970-01-01 00:00:00.000000002,0.0,0.0
1970-01-01 00:00:00.000000000,0.0,0.0
1970-01-01 00:00:00.000000002,0.0,0.0
1970-01-01 00:00:00.000000003,0.0,0.0
1970-01-01 00:00:00.000000002,0.0,0.0
1970-01-01 00:00:00.000000002,0.0,0.0
1970-01-01 00:00:00.000000003,0.0,0.0
1970-01-01 00:00:00.000000002,0.0,0.0
1970-01-01 00:00:00.000000002,0.0,0.0
1970-01-01 00:00:00.000000003,0.0,0.0
1970-01-01 00:00:00.000000000,0.0,0.0
1970-01-01 00:00:00.000000003,0.0,0.0
1970-01-01 00:00:00.000000000,0.0,0.0
1970-01-01 00:00:00.000000002,0.0,0.0
1970-01-01 00:00:00.000000000,0.0,0.0
1970-01-01 00:00:00.000000002,0.0,0.0
1970-01-01 00:00:00.000000000,0.0,0.0
1970-01-01 00:00:00.000000000,0.0,0.0
1970-01-01 00:00:00.000000001,0.0,0.0
1970-01-01 00:00:00.000000001,0.0,0.0
1970-01-01 00:00:00.000000003,0.0,0.0
1970-01-01 00:00:00.000000002,0.0,0.0
1970-01-01 00:00:00.000000001,0.0,0.0
1970-01-01 00:00:00.000000001,0.0,0.0
1970-01-01 00:00:00.000000000,0.0,0.0
1970-01-01 00:00:00.000000006,0.0,0.0
1970-01-01 00:00:00.000000002,0.0,0.0
1970-01-01 00:00:00.000000002,0.0,0.0
1970-01-01 00:00:00.000000000,0.0,0.0
1970-01-01 00:00:00.000000002,0.0,0.0
1970-01-01 00:00:00.000000001,0.0,0.0
